year,bpld,agg educd,perwt
2002,china,BA or More,30729.0
2002,china,HS,6650.0
2002,china,Less than HS,12494.0
2002,china,Some College,9972.0
2002,hong kong,BA or More,3606.0
2002,hong kong,HS,714.0
2002,hong kong,Less than HS,458.0
2002,hong kong,Some College,2494.0
2002,macau,BA or More,803.0
2002,macau,Some College,207.0
2002,taiwan,BA or More,15893.0
2002,taiwan,HS,1622.0
2002,taiwan,Less than HS,1203.0
2002,taiwan,Some College,7619.0
2002,japan,BA or More,14824.0
2002,japan,HS,2427.0
2002,japan,Some College,11328.0
2002,korea,BA or More,20407.0
2002,korea,HS,12174.0
2002,korea,Less than HS,1005.0
2002,korea,Some College,7542.0
2002,south korea,BA or More,6417.0
2002,south korea,HS,1740.0
2002,south korea,Some College,1185.0
2002,cambodia (kampuchea),BA or More,845.0
2002,cambodia (kampuchea),Less than HS,1000.0
2002,indonesia,BA or More,4832.0
2002,indonesia,HS,653.0
2002,indonesia,Less than HS,709.0
2002,indonesia,Some College,3949.0
2002,laos,BA or More,192.0
2002,laos,HS,2351.0
2002,laos,Less than HS,1021.0
2002,laos,Some College,246.0
2002,malaysia,BA or More,2668.0
2002,malaysia,Less than HS,247.0
2002,malaysia,Some College,410.0
2002,philippines,BA or More,37105.0
2002,philippines,HS,7882.0
2002,philippines,Less than HS,5893.0
2002,philippines,Some College,18999.0
2002,singapore,BA or More,1191.0
2002,singapore,Some College,237.0
2002,thailand,BA or More,2849.0
2002,thailand,HS,457.0
2002,thailand,Less than HS,2054.0
2002,thailand,Some College,1032.0
2002,vietnam,BA or More,5278.0
2002,vietnam,HS,7522.0
2002,vietnam,Less than HS,17095.0
2002,vietnam,Some College,10295.0
2002,afghanistan,BA or More,232.0
2002,afghanistan,Less than HS,221.0
2002,india,BA or More,60822.0
2002,india,HS,7515.0
2002,india,Less than HS,10898.0
2002,india,Some College,9244.0
2002,bangladesh,BA or More,1689.0
2002,bangladesh,HS,254.0
2002,burma (myanmar),HS,633.0
2002,burma (myanmar),Less than HS,958.0
2002,burma (myanmar),Some College,1424.0
2002,pakistan,BA or More,4137.0
2002,pakistan,HS,917.0
2002,pakistan,Less than HS,576.0
2002,pakistan,Some College,2406.0
2002,sri lanka (ceylon),BA or More,2065.0
2002,sri lanka (ceylon),HS,176.0
2002,sri lanka (ceylon),Some College,1436.0
2002,iran,BA or More,7769.0
2002,iran,HS,9634.0
2002,iran,Less than HS,4839.0
2002,iran,Some College,5802.0
2002,nepal,BA or More,767.0
2002,iraq,HS,233.0
2002,iraq,Less than HS,1556.0
2002,iraq,Some College,488.0
2002,israel/palestine,BA or More,2348.0
2002,israel/palestine,HS,1513.0
2002,israel/palestine,Some College,417.0
2002,jordan,BA or More,173.0
2002,jordan,Less than HS,219.0
2002,kuwait,HS,731.0
2002,kuwait,Some College,873.0
2002,lebanon,HS,1209.0
2002,lebanon,Some College,229.0
2002,saudi arabia,BA or More,1173.0
2002,saudi arabia,HS,549.0
2002,saudi arabia,Some College,449.0
2002,syria,BA or More,207.0
2002,syria,HS,654.0
2002,syria,Some College,169.0
2002,turkey,BA or More,2522.0
2002,turkey,HS,298.0
2002,turkey,Some College,268.0
2002,"asia minor, ns",Some College,228.0
2002,egypt/united arab rep,BA or More,2785.0
2002,egypt/united arab rep,Less than HS,419.0
2002,egypt/united arab rep,Some College,1034.0
2002,morocco,Some College,1905.0
2002,sudan,HS,819.0
2002,sudan,Less than HS,177.0
2002,ghana,Some College,260.0
2002,liberia,BA or More,925.0
2002,nigeria,BA or More,2179.0
2002,nigeria,Some College,343.0
2002,sierra leone,HS,346.0
2002,sierra leone,Some College,148.0
2002,"western africa, ns",HS,914.0
2002,"western africa, ns",Some College,649.0
2002,ethiopia,HS,1105.0
2002,ethiopia,Some College,799.0
2002,kenya,BA or More,254.0
2002,kenya,Less than HS,581.0
2002,kenya,Some College,508.0
2002,somalia,HS,213.0
2002,somalia,Less than HS,1572.0
2002,somalia,Some College,963.0
2002,tanzania,BA or More,617.0
2002,tanzania,Some College,336.0
2002,uganda,BA or More,869.0
2002,uganda,HS,1019.0
2002,uganda,Less than HS,926.0
2002,uganda,Some College,822.0
2002,eritrea,HS,586.0
2002,central africa,Some College,239.0
2002,south africa (union of),BA or More,1410.0
2002,south africa (union of),HS,1540.0
2002,south africa (union of),Some College,470.0
2002,"africa, ns/nec",BA or More,309.0
2002,"africa, ns/nec",HS,253.0
2002,"africa, ns/nec",Less than HS,1044.0
2002,"africa, ns/nec",Some College,1320.0
2002,australia,BA or More,1457.0
2002,australia,HS,838.0
2002,australia,Less than HS,215.0
2002,australia,Some College,1721.0
2002,new zealand,BA or More,280.0
2002,new zealand,Less than HS,171.0
2002,new zealand,Some College,218.0
2002,fiji,HS,2210.0
2002,fiji,Less than HS,4413.0
2002,fiji,Some College,1113.0
2002,tonga,Less than HS,1209.0
2002,"oceania, ns/nec",Less than HS,539.0
2002,"oceania, ns/nec",Some College,230.0
2003,"samoa, 1940-1950",BA or More,575.0
2003,"samoa, 1940-1950",HS,1330.0
2003,canada,BA or More,5259.0
2003,canada,HS,1971.0
2003,canada,Less than HS,243.0
2003,canada,Some College,5300.0
2003,mexico,BA or More,23132.0
2003,mexico,HS,125413.0
2003,mexico,Less than HS,366258.0
2003,mexico,Some College,40655.0
2003,costa rica,BA or More,493.0
2003,costa rica,HS,201.0
2003,costa rica,Less than HS,1311.0
2003,el salvador,BA or More,2352.0
2003,el salvador,HS,13665.0
2003,el salvador,Less than HS,20330.0
2003,el salvador,Some College,9373.0
2003,guatemala,BA or More,2949.0
2003,guatemala,HS,6957.0
2003,guatemala,Less than HS,27028.0
2003,guatemala,Some College,4754.0
2003,honduras,HS,2562.0
2003,honduras,Less than HS,6328.0
2003,honduras,Some College,1780.0
2003,nicaragua,BA or More,518.0
2003,nicaragua,HS,1827.0
2003,nicaragua,Less than HS,2934.0
2003,nicaragua,Some College,1713.0
2003,panama,HS,221.0
2003,panama,Less than HS,494.0
2003,panama,Some College,697.0
2003,cuba,BA or More,2646.0
2003,cuba,HS,234.0
2003,cuba,Less than HS,726.0
2003,dominican republic,BA or More,236.0
2003,dominican republic,HS,241.0
2003,haiti,BA or More,162.0
2003,haiti,HS,163.0
2003,jamaica,HS,293.0
2003,jamaica,Some College,243.0
2003,trinidad and tobago,BA or More,1071.0
2003,trinidad and tobago,Some College,125.0
2003,"caribbean, ns",HS,944.0
2003,argentina,BA or More,1411.0
2003,argentina,HS,2195.0
2003,argentina,Some College,255.0
2003,bolivia,Less than HS,465.0
2003,brazil,BA or More,2566.0
2003,brazil,HS,681.0
2003,brazil,Some College,651.0
2003,chile,BA or More,428.0
2003,chile,Some College,220.0
2003,colombia,BA or More,6181.0
2003,colombia,HS,4664.0
2003,colombia,Less than HS,1676.0
2003,colombia,Some College,2419.0
2003,ecuador,BA or More,1040.0
2003,ecuador,HS,201.0
2003,ecuador,Some College,1882.0
2003,guyana/british guiana,HS,183.0
2003,paraguay,BA or More,838.0
2003,paraguay,Some College,151.0
2003,peru,BA or More,4720.0
2003,peru,HS,2534.0
2003,peru,Less than HS,1362.0
2003,peru,Some College,3442.0
2003,uruguay,BA or More,176.0
2003,venezuela,HS,1350.0
2003,venezuela,Some College,271.0
2003,denmark,BA or More,169.0
2003,denmark,HS,198.0
2003,finland,BA or More,228.0
2003,finland,Some College,508.0
2003,norway,BA or More,1427.0
2003,norway,Some College,604.0
2003,sweden,BA or More,620.0
2003,sweden,HS,633.0
2003,sweden,Some College,630.0
2003,england,BA or More,3107.0
2003,england,HS,231.0
2003,england,Less than HS,235.0
2003,england,Some College,3161.0
2003,scotland,Some College,193.0
2003,"united kingdom, ns",BA or More,2566.0
2003,"united kingdom, ns",Less than HS,417.0
2003,"united kingdom, ns",Some College,884.0
2003,ireland,BA or More,1134.0
2003,ireland,HS,170.0
2003,ireland,Some College,154.0
2003,northern ireland,BA or More,230.0
2003,belgium,BA or More,304.0
2003,belgium,HS,257.0
2003,france,BA or More,3140.0
2003,france,HS,574.0
2003,france,Less than HS,911.0
2003,france,Some College,200.0
2003,netherlands,BA or More,954.0
2003,netherlands,HS,202.0
2003,netherlands,Some College,408.0
2003,switzerland,BA or More,813.0
2003,switzerland,HS,180.0
2003,switzerland,Less than HS,238.0
2003,greece,BA or More,811.0
2003,greece,Less than HS,177.0
2003,italy,BA or More,501.0
2003,italy,HS,422.0
2003,italy,Less than HS,256.0
2003,italy,Some College,826.0
2003,portugal,Some College,863.0
2003,azores,HS,195.0
2003,spain,BA or More,1518.0
2003,spain,HS,312.0
2003,spain,Some College,232.0
2003,austria,BA or More,1009.0
2003,austria,HS,179.0
2003,austria,Some College,540.0
2003,bulgaria,BA or More,1115.0
2003,bulgaria,HS,259.0
2003,bulgaria,Some College,856.0
2003,czechoslovakia,BA or More,207.0
2003,slovakia,BA or More,360.0
2003,slovakia,Some College,835.0
2003,czech republic,BA or More,176.0
2003,czech republic,HS,648.0
2003,czech republic,Some College,190.0
2003,germany,BA or More,4187.0
2003,germany,HS,425.0
2003,germany,Some College,869.0
2003,hungary,BA or More,222.0
2003,hungary,HS,247.0
2003,hungary,Some College,186.0
2003,poland,BA or More,986.0
2003,poland,HS,230.0
2003,poland,Some College,815.0
2003,romania,BA or More,2101.0
2003,romania,HS,1247.0
2003,romania,Some College,835.0
2003,yugoslavia,HS,505.0
2003,yugoslavia,Less than HS,1317.0
2003,serbia,BA or More,215.0
2003,serbia,HS,222.0
2003,bosnia,BA or More,433.0
2003,bosnia,Less than HS,215.0
2003,bosnia,Some College,264.0
2003,latvia,BA or More,401.0
2003,lithuania,BA or More,1643.0
2003,lithuania,Some College,2075.0
2003,other ussr/russia,BA or More,7712.0
2003,other ussr/russia,HS,1746.0
2003,other ussr/russia,Less than HS,424.0
2003,other ussr/russia,Some College,2153.0
2003,byelorussia,BA or More,1207.0
2003,moldavia,BA or More,1096.0
2003,moldavia,HS,1312.0
2003,moldavia,Some College,594.0
2003,ukraine,BA or More,4117.0
2003,ukraine,HS,2670.0
2003,ukraine,Less than HS,2456.0
2003,ukraine,Some College,1220.0
2003,armenia,BA or More,1704.0
2003,armenia,HS,3030.0
2003,armenia,Less than HS,1529.0
2003,armenia,Some College,3240.0
2003,azerbaijan,BA or More,231.0
2003,republic of georgia,BA or More,212.0
2003,uzbekistan,Some College,100.0
2003,"ussr, ns",BA or More,185.0
2003,"ussr, ns",Some College,170.0
2003,"europe, ns",BA or More,549.0
2003,china,BA or More,22316.0
2003,china,HS,11710.0
2003,china,Less than HS,10580.0
2003,china,Some College,9136.0
2003,hong kong,BA or More,3407.0
2003,hong kong,HS,1389.0
2003,hong kong,Less than HS,447.0
2003,hong kong,Some College,2334.0
2003,taiwan,BA or More,13714.0
2003,taiwan,HS,3869.0
2003,taiwan,Less than HS,1974.0
2003,taiwan,Some College,7003.0
2003,japan,BA or More,12689.0
2003,japan,HS,2211.0
2003,japan,Some College,12030.0
2003,korea,BA or More,20876.0
2003,korea,HS,5400.0
2003,korea,Less than HS,1120.0
2003,korea,Some College,4559.0
2003,south korea,BA or More,10569.0
2003,south korea,HS,3022.0
2003,south korea,Some College,5027.0
2003,"east asia, ns",BA or More,207.0
2003,cambodia (kampuchea),BA or More,500.0
2003,cambodia (kampuchea),HS,904.0
2003,indonesia,BA or More,5330.0
2003,indonesia,HS,1315.0
2003,indonesia,Less than HS,487.0
2003,indonesia,Some College,3328.0
2003,laos,BA or More,378.0
2003,laos,HS,555.0
2003,malaysia,BA or More,1371.0
2003,malaysia,HS,810.0
2003,malaysia,Less than HS,373.0
2003,malaysia,Some College,439.0
2003,philippines,BA or More,39879.0
2003,philippines,HS,11172.0
2003,philippines,Less than HS,5106.0
2003,philippines,Some College,17409.0
2003,singapore,BA or More,193.0
2003,singapore,Some College,405.0
2003,thailand,BA or More,1508.0
2003,thailand,HS,1838.0
2003,thailand,Some College,702.0
2003,vietnam,BA or More,4636.0
2003,vietnam,HS,11443.0
2003,vietnam,Less than HS,11885.0
2003,vietnam,Some College,4311.0
2003,afghanistan,BA or More,173.0
2003,afghanistan,HS,189.0
2003,afghanistan,Less than HS,214.0
2003,afghanistan,Some College,1428.0
2003,india,BA or More,60858.0
2003,india,HS,3155.0
2003,india,Less than HS,5513.0
2003,india,Some College,9298.0
2003,bangladesh,Less than HS,215.0
2003,bangladesh,Some College,684.0
2003,burma (myanmar),BA or More,2238.0
2003,burma (myanmar),HS,556.0
2003,burma (myanmar),Some College,1966.0
2003,pakistan,BA or More,1217.0
2003,pakistan,HS,1057.0
2003,pakistan,Less than HS,3949.0
2003,pakistan,Some College,529.0
2003,sri lanka (ceylon),BA or More,1969.0
2003,sri lanka (ceylon),Less than HS,427.0
2003,sri lanka (ceylon),Some College,1244.0
2003,iran,BA or More,6709.0
2003,iran,HS,5369.0
2003,iran,Less than HS,2793.0
2003,iran,Some College,3527.0
2003,nepal,BA or More,969.0
2003,iraq,BA or More,1699.0
2003,iraq,HS,1415.0
2003,iraq,Less than HS,218.0
2003,iraq,Some College,1164.0
2003,israel/palestine,BA or More,2286.0
2003,israel/palestine,HS,847.0
2003,israel/palestine,Some College,987.0
2003,jordan,BA or More,933.0
2003,jordan,HS,435.0
2003,jordan,Less than HS,197.0
2003,kuwait,Less than HS,254.0
2003,lebanon,BA or More,621.0
2003,lebanon,HS,183.0
2003,lebanon,Less than HS,1850.0
2003,lebanon,Some College,1731.0
2003,syria,BA or More,1401.0
2003,syria,HS,838.0
2003,syria,Less than HS,499.0
2003,syria,Some College,1385.0
2003,turkey,BA or More,3633.0
2003,turkey,Some College,164.0
2003,yemen arab republic (north),BA or More,830.0
2003,yemen arab republic (north),Less than HS,451.0
2003,"asia, nec/ns",Some College,458.0
2003,algeria,BA or More,442.0
2003,egypt/united arab rep,BA or More,1489.0
2003,egypt/united arab rep,HS,1205.0
2003,egypt/united arab rep,Some College,718.0
2003,morocco,HS,990.0
2003,sudan,BA or More,406.0
2003,sudan,Some College,222.0
2003,nigeria,BA or More,466.0
2003,nigeria,HS,259.0
2003,nigeria,Less than HS,198.0
2003,nigeria,Some College,121.0
2003,"western africa, ns",HS,668.0
2003,"western africa, ns",Some College,680.0
2003,ethiopia,BA or More,388.0
2003,ethiopia,HS,1881.0
2003,ethiopia,Less than HS,515.0
2003,ethiopia,Some College,646.0
2003,kenya,BA or More,1120.0
2003,kenya,HS,245.0
2003,kenya,Less than HS,191.0
2003,kenya,Some College,201.0
2003,somalia,HS,194.0
2003,tanzania,BA or More,213.0
2003,tanzania,Some College,653.0
2003,uganda,BA or More,463.0
2003,uganda,Some College,191.0
2003,zimbabwe,BA or More,230.0
2003,zimbabwe,HS,314.0
2003,"eastern africa, nec/ns",HS,295.0
2003,"eastern africa, nec/ns",Some College,221.0
2003,eritrea,BA or More,576.0
2003,south africa (union of),Some College,835.0
2003,"africa, ns/nec",Some College,281.0
2003,australia,BA or More,2481.0
2003,australia,HS,370.0
2003,australia,Less than HS,410.0
2003,australia,Some College,1231.0
2003,new zealand,BA or More,972.0
2003,new zealand,Some College,555.0
2003,fiji,BA or More,280.0
2003,fiji,HS,1089.0
2003,fiji,Less than HS,1170.0
2003,fiji,Some College,1990.0
2003,tonga,HS,719.0
2003,tonga,Less than HS,910.0
2003,"oceania, ns/nec",HS,139.0
2003,"oceania, ns/nec",Some College,117.0
2004,canada,BA or More,9172.0
2004,canada,HS,820.0
2004,canada,Less than HS,310.0
2004,canada,Some College,6194.0
2004,mexico,BA or More,27778.0
2004,mexico,HS,113225.0
2004,mexico,Less than HS,366263.0
2004,mexico,Some College,38201.0
2004,belize/british honduras,HS,1619.0
2004,belize/british honduras,Some College,206.0
2004,costa rica,HS,552.0
2004,el salvador,BA or More,4865.0
2004,el salvador,HS,11042.0
2004,el salvador,Less than HS,25603.0
2004,el salvador,Some College,6421.0
2004,guatemala,BA or More,474.0
2004,guatemala,HS,8233.0
2004,guatemala,Less than HS,24355.0
2004,guatemala,Some College,3155.0
2004,honduras,HS,1982.0
2004,honduras,Less than HS,3695.0
2004,honduras,Some College,224.0
2004,nicaragua,BA or More,264.0
2004,nicaragua,HS,929.0
2004,nicaragua,Less than HS,236.0
2004,nicaragua,Some College,2415.0
2004,panama,HS,703.0
2004,panama,Some College,226.0
2004,cuba,HS,713.0
2004,cuba,Less than HS,571.0
2004,cuba,Some College,698.0
2004,jamaica,BA or More,212.0
2004,jamaica,Less than HS,790.0
2004,jamaica,Some College,200.0
2004,trinidad and tobago,BA or More,345.0
2004,trinidad and tobago,Some College,191.0
2004,"west indies, ns",Less than HS,155.0
2004,argentina,BA or More,2047.0
2004,argentina,HS,2925.0
2004,argentina,Less than HS,2516.0
2004,argentina,Some College,1352.0
2004,bolivia,BA or More,215.0
2004,bolivia,Less than HS,708.0
2004,brazil,BA or More,4322.0
2004,brazil,HS,197.0
2004,brazil,Less than HS,893.0
2004,brazil,Some College,2697.0
2004,chile,BA or More,459.0
2004,chile,HS,231.0
2004,chile,Less than HS,496.0
2004,colombia,BA or More,495.0
2004,colombia,HS,722.0
2004,colombia,Less than HS,818.0
2004,colombia,Some College,1524.0
2004,ecuador,HS,794.0
2004,guyana/british guiana,Some College,587.0
2004,paraguay,Some College,745.0
2004,peru,BA or More,5718.0
2004,peru,HS,1508.0
2004,peru,Less than HS,331.0
2004,peru,Some College,2741.0
2004,uruguay,BA or More,454.0
2004,uruguay,Less than HS,215.0
2004,venezuela,BA or More,251.0
2004,venezuela,HS,249.0
2004,venezuela,Some College,3615.0
2004,denmark,BA or More,492.0
2004,finland,BA or More,592.0
2004,finland,Some College,265.0
2004,sweden,BA or More,1582.0
2004,england,BA or More,1730.0
2004,england,Less than HS,205.0
2004,england,Some College,190.0
2004,scotland,BA or More,579.0
2004,scotland,Some College,223.0
2004,"united kingdom, ns",BA or More,3212.0
2004,"united kingdom, ns",HS,399.0
2004,"united kingdom, ns",Some College,987.0
2004,ireland,HS,513.0
2004,ireland,Some College,157.0
2004,belgium,BA or More,466.0
2004,belgium,Some College,419.0
2004,france,BA or More,4206.0
2004,france,Some College,1184.0
2004,netherlands,BA or More,997.0
2004,netherlands,HS,487.0
2004,switzerland,BA or More,1042.0
2004,switzerland,HS,197.0
2004,switzerland,Less than HS,228.0
2004,switzerland,Some College,597.0
2004,albania,Less than HS,859.0
2004,greece,Some College,206.0
2004,italy,BA or More,993.0
2004,italy,HS,403.0
2004,italy,Some College,168.0
2004,portugal,BA or More,218.0
2004,portugal,HS,575.0
2004,portugal,Less than HS,575.0
2004,spain,BA or More,3069.0
2004,austria,BA or More,242.0
2004,austria,HS,194.0
2004,austria,Less than HS,215.0
2004,austria,Some College,208.0
2004,bulgaria,BA or More,990.0
2004,bulgaria,HS,525.0
2004,bulgaria,Some College,291.0
2004,czech republic,BA or More,426.0
2004,czech republic,HS,216.0
2004,germany,BA or More,4055.0
2004,germany,HS,1186.0
2004,germany,Less than HS,1461.0
2004,germany,Some College,1002.0
2004,hungary,HS,175.0
2004,poland,BA or More,1361.0
2004,poland,Some College,1074.0
2004,romania,BA or More,758.0
2004,romania,HS,855.0
2004,romania,Less than HS,179.0
2004,romania,Some College,166.0
2004,croatia,BA or More,202.0
2004,serbia,Some College,132.0
2004,bosnia,Some College,1361.0
2004,lithuania,BA or More,161.0
2004,lithuania,Some College,391.0
2004,other ussr/russia,BA or More,4426.0
2004,other ussr/russia,HS,1203.0
2004,other ussr/russia,Some College,2015.0
2004,byelorussia,BA or More,2749.0
2004,byelorussia,HS,236.0
2004,byelorussia,Some College,680.0
2004,moldavia,BA or More,178.0
2004,moldavia,Less than HS,388.0
2004,ukraine,BA or More,1072.0
2004,ukraine,HS,296.0
2004,ukraine,Some College,504.0
2004,armenia,BA or More,443.0
2004,armenia,HS,1247.0
2004,armenia,Less than HS,3714.0
2004,armenia,Some College,5272.0
2004,uzbekistan,BA or More,592.0
2004,uzbekistan,Some College,793.0
2004,"ussr, ns",Some College,166.0
2004,"europe, ns",BA or More,648.0
2004,china,BA or More,23559.0
2004,china,HS,12194.0
2004,china,Less than HS,11935.0
2004,china,Some College,9584.0
2004,hong kong,BA or More,3800.0
2004,hong kong,HS,274.0
2004,hong kong,Less than HS,1023.0
2004,hong kong,Some College,3344.0
2004,taiwan,BA or More,11331.0
2004,taiwan,HS,1098.0
2004,taiwan,Less than HS,893.0
2004,taiwan,Some College,4225.0
2004,japan,BA or More,15910.0
2004,japan,HS,1705.0
2004,japan,Less than HS,179.0
2004,japan,Some College,14784.0
2004,korea,BA or More,15579.0
2004,korea,HS,4136.0
2004,korea,Less than HS,1062.0
2004,korea,Some College,2525.0
2004,south korea,BA or More,8632.0
2004,south korea,HS,2979.0
2004,south korea,Some College,6029.0
2004,"east asia, ns",BA or More,1270.0
2004,"east asia, ns",HS,1171.0
2004,"east asia, ns",Some College,514.0
2004,cambodia (kampuchea),BA or More,154.0
2004,cambodia (kampuchea),Less than HS,171.0
2004,cambodia (kampuchea),Some College,228.0
2004,indonesia,BA or More,2631.0
2004,indonesia,HS,1142.0
2004,indonesia,Less than HS,1053.0
2004,indonesia,Some College,2279.0
2004,laos,HS,284.0
2004,laos,Less than HS,454.0
2004,laos,Some College,427.0
2004,malaysia,BA or More,1391.0
2004,malaysia,HS,200.0
2004,philippines,BA or More,41889.0
2004,philippines,HS,10800.0
2004,philippines,Less than HS,7563.0
2004,philippines,Some College,24882.0
2004,singapore,BA or More,1749.0
2004,singapore,HS,397.0
2004,singapore,Some College,1813.0
2004,thailand,BA or More,3854.0
2004,thailand,Less than HS,628.0
2004,thailand,Some College,961.0
2004,vietnam,BA or More,4843.0
2004,vietnam,HS,10464.0
2004,vietnam,Less than HS,12445.0
2004,vietnam,Some College,4806.0
2004,afghanistan,BA or More,415.0
2004,afghanistan,HS,484.0
2004,afghanistan,Some College,816.0
2004,india,BA or More,48650.0
2004,india,HS,6250.0
2004,india,Less than HS,1931.0
2004,india,Some College,3767.0
2004,bangladesh,BA or More,869.0
2004,bangladesh,HS,703.0
2004,bangladesh,Less than HS,666.0
2004,burma (myanmar),BA or More,2171.0
2004,burma (myanmar),HS,387.0
2004,burma (myanmar),Less than HS,126.0
2004,burma (myanmar),Some College,631.0
2004,pakistan,BA or More,2087.0
2004,pakistan,HS,599.0
2004,pakistan,Less than HS,818.0
2004,pakistan,Some College,1108.0
2004,iran,BA or More,6538.0
2004,iran,HS,11912.0
2004,iran,Less than HS,3724.0
2004,iran,Some College,1788.0
2004,nepal,BA or More,624.0
2004,nepal,HS,933.0
2004,nepal,Less than HS,212.0
2004,iraq,BA or More,392.0
2004,iraq,Some College,1260.0
2004,israel/palestine,BA or More,3318.0
2004,israel/palestine,HS,1152.0
2004,jordan,BA or More,278.0
2004,jordan,Some College,255.0
2004,kuwait,BA or More,427.0
2004,lebanon,BA or More,2134.0
2004,lebanon,HS,243.0
2004,lebanon,Less than HS,607.0
2004,saudi arabia,Some College,175.0
2004,syria,BA or More,1413.0
2004,syria,HS,686.0
2004,syria,Some College,1266.0
2004,turkey,BA or More,1405.0
2004,turkey,Some College,190.0
2004,"asia, nec/ns",BA or More,1503.0
2004,"asia, nec/ns",Some College,335.0
2004,egypt/united arab rep,BA or More,1907.0
2004,egypt/united arab rep,HS,431.0
2004,egypt/united arab rep,Some College,1586.0
2004,morocco,HS,467.0
2004,morocco,Some College,269.0
2004,sudan,BA or More,1797.0
2004,ghana,Less than HS,664.0
2004,liberia,Less than HS,247.0
2004,liberia,Some College,646.0
2004,nigeria,BA or More,1437.0
2004,nigeria,Some College,2633.0
2004,"western africa, ns",BA or More,1092.0
2004,ethiopia,BA or More,364.0
2004,ethiopia,HS,353.0
2004,ethiopia,Less than HS,953.0
2004,ethiopia,Some College,637.0
2004,kenya,BA or More,1076.0
2004,kenya,Some College,1478.0
2004,"eastern africa, nec/ns",Some College,286.0
2004,eritrea,HS,296.0
2004,south africa (union of),BA or More,1586.0
2004,south africa (union of),HS,183.0
2004,south africa (union of),Some College,1306.0
2004,"africa, ns/nec",HS,2302.0
2004,"africa, ns/nec",Some College,2050.0
2004,australia,BA or More,1933.0
2004,australia,Some College,244.0
2004,new zealand,BA or More,766.0
2004,new zealand,HS,683.0
2004,new zealand,Some College,441.0
2004,fiji,BA or More,691.0
2004,fiji,HS,4488.0
2004,fiji,Less than HS,1853.0
2004,fiji,Some College,503.0
2004,tonga,Less than HS,282.0
2004,micronesia,HS,434.0
2005,"samoa, 1940-1950",Less than HS,285.0
2005,canada,BA or More,7041.0
2005,canada,HS,1148.0
2005,canada,Less than HS,201.0
2005,canada,Some College,4387.0
2005,mexico,BA or More,23873.0
2005,mexico,HS,126055.0
2005,mexico,Less than HS,352402.0
2005,mexico,Some College,42973.0
2005,belize/british honduras,HS,116.0
2005,costa rica,HS,312.0
2005,costa rica,Less than HS,205.0
2005,costa rica,Some College,65.0
2005,el salvador,BA or More,3541.0
2005,el salvador,HS,15269.0
2005,el salvador,Less than HS,18295.0
2005,el salvador,Some College,3663.0
2005,guatemala,BA or More,2354.0
2005,guatemala,HS,9272.0
2005,guatemala,Less than HS,29119.0
2005,guatemala,Some College,3653.0
2005,honduras,BA or More,314.0
2005,honduras,HS,1197.0
2005,honduras,Less than HS,5590.0
2005,honduras,Some College,674.0
2005,nicaragua,BA or More,513.0
2005,nicaragua,HS,1219.0
2005,nicaragua,Less than HS,1189.0
2005,nicaragua,Some College,1064.0
2005,panama,BA or More,74.0
2005,panama,Less than HS,233.0
2005,cuba,BA or More,401.0
2005,cuba,HS,496.0
2005,cuba,Less than HS,76.0
2005,cuba,Some College,183.0
2005,dominican republic,BA or More,82.0
2005,dominican republic,HS,88.0
2005,dominican republic,Some College,253.0
2005,haiti,Some College,201.0
2005,jamaica,BA or More,157.0
2005,jamaica,HS,263.0
2005,jamaica,Less than HS,187.0
2005,grenada,HS,67.0
2005,grenada,Some College,67.0
2005,st. lucia,BA or More,59.0
2005,trinidad and tobago,BA or More,165.0
2005,trinidad and tobago,HS,93.0
2005,trinidad and tobago,Less than HS,88.0
2005,trinidad and tobago,Some College,227.0
2005,"americas, ns",BA or More,44.0
2005,"americas, ns",Some College,231.0
2005,argentina,BA or More,1716.0
2005,argentina,HS,1630.0
2005,argentina,Less than HS,579.0
2005,argentina,Some College,800.0
2005,bolivia,BA or More,678.0
2005,bolivia,Less than HS,81.0
2005,bolivia,Some College,353.0
2005,brazil,BA or More,2254.0
2005,brazil,HS,1220.0
2005,brazil,Less than HS,554.0
2005,brazil,Some College,1160.0
2005,chile,BA or More,538.0
2005,chile,HS,554.0
2005,chile,Less than HS,495.0
2005,chile,Some College,829.0
2005,colombia,BA or More,2448.0
2005,colombia,HS,1257.0
2005,colombia,Less than HS,682.0
2005,colombia,Some College,1873.0
2005,ecuador,BA or More,711.0
2005,ecuador,Less than HS,80.0
2005,ecuador,Some College,298.0
2005,guyana/british guiana,HS,229.0
2005,guyana/british guiana,Some College,204.0
2005,paraguay,BA or More,72.0
2005,peru,BA or More,5102.0
2005,peru,HS,2213.0
2005,peru,Less than HS,1018.0
2005,peru,Some College,1930.0
2005,uruguay,BA or More,153.0
2005,uruguay,HS,375.0
2005,uruguay,Less than HS,244.0
2005,uruguay,Some College,69.0
2005,venezuela,BA or More,350.0
2005,venezuela,HS,83.0
2005,venezuela,Less than HS,825.0
2005,venezuela,Some College,404.0
2005,denmark,BA or More,702.0
2005,denmark,HS,261.0
2005,denmark,Less than HS,103.0
2005,denmark,Some College,146.0
2005,finland,BA or More,366.0
2005,finland,Some College,239.0
2005,norway,BA or More,430.0
2005,sweden,BA or More,537.0
2005,sweden,HS,187.0
2005,sweden,Less than HS,419.0
2005,sweden,Some College,1200.0
2005,england,BA or More,3310.0
2005,england,HS,149.0
2005,england,Less than HS,426.0
2005,england,Some College,1779.0
