year,bpld,agg educd,perwt
1980,canada,BA or More,2540.0
1980,canada,Less than HS,3600.0
1980,canada,Some College,3280.0
1980,st. pierre and miquelon,Less than HS,20.0
1980,bermuda,Some College,20.0
1980,cape verde,Less than HS,40.0
1980,falkland islands,BA or More,20.0
1980,"north america, ns",Less than HS,40.0
1980,mexico,BA or More,4540.0
1980,mexico,Less than HS,250240.0
1980,mexico,Some College,16120.0
1980,belize/british honduras,BA or More,60.0
1980,belize/british honduras,Less than HS,1040.0
1980,belize/british honduras,Some College,160.0
1980,costa rica,BA or More,140.0
1980,costa rica,Less than HS,780.0
1980,costa rica,Some College,240.0
1980,el salvador,BA or More,680.0
1980,el salvador,Less than HS,23480.0
1980,el salvador,Some College,3020.0
1980,guatemala,BA or More,400.0
1980,guatemala,Less than HS,10100.0
1980,guatemala,Some College,900.0
1980,honduras,BA or More,100.0
1980,honduras,Less than HS,1320.0
1980,honduras,Some College,140.0
1980,nicaragua,BA or More,400.0
1980,nicaragua,Less than HS,3160.0
1980,nicaragua,Some College,1140.0
1980,panama,BA or More,220.0
1980,panama,Less than HS,740.0
1980,panama,Some College,420.0
1980,"central america, ns",BA or More,40.0
1980,"central america, ns",Less than HS,760.0
1980,"central america, ns",Some College,120.0
1980,cuba,BA or More,140.0
1980,cuba,Less than HS,1100.0
1980,cuba,Some College,180.0
1980,dominican republic,Less than HS,200.0
1980,dominican republic,Some College,40.0
1980,haiti,BA or More,20.0
1980,haiti,Less than HS,120.0
1980,haiti,Some College,60.0
1980,jamaica,BA or More,140.0
1980,jamaica,Less than HS,840.0
1980,jamaica,Some College,420.0
1980,antigua-barbuda,Less than HS,40.0
1980,bahamas,BA or More,40.0
1980,bahamas,Less than HS,20.0
1980,barbados,Less than HS,40.0
1980,barbados,Some College,20.0
1980,tortola,Less than HS,20.0
1980,tortola,Some College,20.0
1980,cayman islands,BA or More,20.0
1980,dominica,Less than HS,40.0
1980,grenada,BA or More,20.0
1980,grenada,Less than HS,80.0
1980,trinidad and tobago,BA or More,120.0
1980,trinidad and tobago,Less than HS,200.0
1980,trinidad and tobago,Some College,180.0
1980,curacao,Some College,20.0
1980,guadeloupe,Less than HS,20.0
1980,"caribbean, ns",BA or More,60.0
1980,"caribbean, ns",Less than HS,160.0
1980,"caribbean, ns",Some College,160.0
1980,"latin america, ns",Less than HS,20.0
1980,argentina,BA or More,600.0
1980,argentina,Less than HS,1980.0
1980,argentina,Some College,860.0
1980,bolivia,BA or More,160.0
1980,bolivia,Less than HS,260.0
1980,bolivia,Some College,240.0
1980,brazil,BA or More,420.0
1980,brazil,Less than HS,420.0
1980,brazil,Some College,660.0
1980,chile,BA or More,580.0
1980,chile,Less than HS,1060.0
1980,chile,Some College,680.0
1980,colombia,BA or More,360.0
1980,colombia,Less than HS,1180.0
1980,colombia,Some College,720.0
1980,ecuador,BA or More,160.0
1980,ecuador,Less than HS,1300.0
1980,ecuador,Some College,760.0
1980,guyana/british guiana,BA or More,120.0
1980,guyana/british guiana,Less than HS,500.0
1980,guyana/british guiana,Some College,200.0
1980,paraguay,BA or More,20.0
1980,paraguay,Less than HS,20.0
1980,paraguay,Some College,20.0
1980,peru,BA or More,360.0
1980,peru,Less than HS,2060.0
1980,peru,Some College,1040.0
1980,suriname,Some College,20.0
1980,uruguay,BA or More,100.0
1980,uruguay,Less than HS,280.0
1980,uruguay,Some College,40.0
1980,venezuela,BA or More,440.0
1980,venezuela,Less than HS,400.0
1980,venezuela,Some College,560.0
1980,"south america, ns",BA or More,60.0
1980,"south america, ns",Less than HS,200.0
1980,"south america, ns",Some College,120.0
1980,denmark,BA or More,160.0
1980,denmark,Less than HS,200.0
1980,denmark,Some College,160.0
1980,finland,BA or More,120.0
1980,finland,Less than HS,80.0
1980,finland,Some College,40.0
1980,iceland,BA or More,20.0
1980,iceland,Less than HS,80.0
1980,iceland,Some College,60.0
1980,norway,BA or More,120.0
1980,norway,Less than HS,40.0
1980,norway,Some College,280.0
1980,sweden,BA or More,500.0
1980,sweden,Less than HS,480.0
1980,sweden,Some College,560.0
1980,england,BA or More,2660.0
1980,england,Less than HS,4080.0
1980,england,Some College,2920.0
1980,channel islands,Some College,40.0
1980,scotland,BA or More,300.0
1980,scotland,Less than HS,880.0
1980,scotland,Some College,200.0
1980,wales,BA or More,40.0
1980,wales,Less than HS,160.0
1980,wales,Some College,60.0
1980,"united kingdom, ns",BA or More,580.0
1980,"united kingdom, ns",Less than HS,580.0
1980,"united kingdom, ns",Some College,380.0
1980,ireland,BA or More,240.0
1980,ireland,Less than HS,380.0
1980,ireland,Some College,200.0
1980,northern ireland,BA or More,40.0
1980,northern ireland,Less than HS,20.0
1980,northern ireland,Some College,20.0
1980,belgium,BA or More,140.0
1980,belgium,Less than HS,260.0
1980,belgium,Some College,60.0
1980,france,BA or More,1240.0
1980,france,Less than HS,660.0
1980,france,Some College,680.0
1980,liechtenstein,BA or More,60.0
1980,liechtenstein,Less than HS,40.0
1980,liechtenstein,Some College,80.0
1980,luxembourg,BA or More,20.0
1980,luxembourg,Less than HS,60.0
1980,luxembourg,Some College,40.0
1980,netherlands,BA or More,600.0
1980,netherlands,Less than HS,560.0
1980,netherlands,Some College,480.0
1980,switzerland,BA or More,480.0
1980,switzerland,Less than HS,320.0
1980,switzerland,Some College,500.0
1980,"western europe, ns",BA or More,20.0
1980,gibraltar,BA or More,80.0
1980,gibraltar,Less than HS,80.0
1980,greece,BA or More,420.0
1980,greece,Less than HS,1700.0
1980,greece,Some College,440.0
1980,italy,BA or More,320.0
1980,italy,Less than HS,1900.0
1980,italy,Some College,440.0
1980,malta,BA or More,20.0
1980,malta,Less than HS,40.0
1980,portugal,BA or More,100.0
1980,portugal,Less than HS,2540.0
1980,portugal,Some College,280.0
1980,azores,BA or More,60.0
1980,azores,Less than HS,1060.0
1980,azores,Some College,100.0
1980,madeira islands,BA or More,20.0
1980,madeira islands,Less than HS,20.0
1980,madeira islands,Some College,40.0
1980,san marino,BA or More,40.0
1980,spain,BA or More,400.0
1980,spain,Less than HS,660.0
1980,spain,Some College,500.0
1980,austria,BA or More,80.0
1980,austria,Less than HS,160.0
1980,austria,Some College,80.0
1980,bulgaria,BA or More,20.0
1980,bulgaria,Less than HS,140.0
1980,bulgaria,Some College,40.0
1980,czechoslovakia,BA or More,300.0
1980,czechoslovakia,Less than HS,160.0
1980,czechoslovakia,Some College,220.0
1980,west germany,BA or More,1180.0
1980,west germany,Less than HS,1880.0
1980,west germany,Some College,980.0
1980,east germany,BA or More,60.0
1980,hungary,BA or More,220.0
1980,hungary,Less than HS,680.0
1980,hungary,Some College,320.0
1980,poland,BA or More,340.0
1980,poland,Less than HS,380.0
1980,poland,Some College,380.0
1980,romania,BA or More,400.0
1980,romania,Less than HS,720.0
1980,romania,Some College,400.0
1980,yugoslavia,BA or More,240.0
1980,yugoslavia,Less than HS,720.0
1980,yugoslavia,Some College,280.0
1980,estonia,BA or More,20.0
1980,latvia,BA or More,60.0
1980,lithuania,Less than HS,40.0
1980,lithuania,Some College,20.0
1980,other ussr/russia,BA or More,20.0
1980,other ussr/russia,Some College,20.0
1980,ukraine,BA or More,60.0
1980,ukraine,Less than HS,40.0
1980,ukraine,Some College,60.0
1980,armenia,BA or More,320.0
1980,armenia,Less than HS,1760.0
1980,armenia,Some College,480.0
1980,azerbaijan,BA or More,140.0
1980,azerbaijan,Less than HS,160.0
1980,azerbaijan,Some College,120.0
1980,tadzhik,BA or More,40.0
1980,tadzhik,Some College,20.0
1980,"ussr, ns",BA or More,3200.0
1980,"ussr, ns",Less than HS,3160.0
1980,"ussr, ns",Some College,1700.0
1980,"europe, ns",BA or More,20.0
1980,china,BA or More,5020.0
1980,china,Less than HS,14360.0
1980,china,Some College,5300.0
1980,hong kong,BA or More,1280.0
1980,hong kong,Less than HS,2080.0
1980,hong kong,Some College,3100.0
1980,macau,BA or More,60.0
1980,macau,Less than HS,100.0
1980,macau,Some College,200.0
1980,taiwan,BA or More,4900.0
1980,taiwan,Less than HS,3160.0
1980,taiwan,Some College,3140.0
1980,japan,BA or More,6320.0
1980,japan,Less than HS,5640.0
1980,japan,Some College,6500.0
1980,korea,BA or More,7660.0
1980,korea,Less than HS,13920.0
1980,korea,Some College,7380.0
1980,north korea,BA or More,60.0
1980,north korea,Some College,60.0
1980,south korea,BA or More,800.0
1980,south korea,Less than HS,1000.0
1980,south korea,Some College,440.0
1980,"east asia, ns",Less than HS,20.0
1980,brunei,BA or More,40.0
1980,brunei,Less than HS,20.0
1980,brunei,Some College,160.0
1980,cambodia (kampuchea),BA or More,220.0
1980,cambodia (kampuchea),Less than HS,2540.0
1980,cambodia (kampuchea),Some College,940.0
1980,indonesia,BA or More,520.0
1980,indonesia,Less than HS,540.0
1980,indonesia,Some College,1260.0
1980,east timor,BA or More,20.0
1980,east timor,Less than HS,40.0
1980,east timor,Some College,40.0
1980,laos,BA or More,280.0
1980,laos,Less than HS,4640.0
1980,laos,Some College,960.0
1980,malaysia,BA or More,280.0
1980,malaysia,Less than HS,280.0
1980,malaysia,Some College,520.0
1980,philippines,BA or More,24200.0
1980,philippines,Less than HS,23140.0
1980,philippines,Some College,16380.0
1980,singapore,BA or More,220.0
1980,singapore,Less than HS,220.0
1980,singapore,Some College,400.0
1980,thailand,BA or More,1040.0
1980,thailand,Less than HS,2640.0
1980,thailand,Some College,1020.0
1980,vietnam,BA or More,4040.0
1980,vietnam,Less than HS,25980.0
1980,vietnam,Some College,18460.0
1980,"southeast asia, ns",Less than HS,60.0
1980,"southeast asia, ns",Some College,20.0
1980,afghanistan,BA or More,60.0
1980,afghanistan,Less than HS,140.0
1980,afghanistan,Some College,100.0
1980,india,BA or More,4620.0
1980,india,Less than HS,3400.0
1980,india,Some College,2040.0
1980,bangladesh,BA or More,100.0
1980,bangladesh,Less than HS,40.0
1980,bangladesh,Some College,60.0
1980,bhutan,Less than HS,40.0
1980,bhutan,Some College,20.0
1980,burma (myanmar),BA or More,260.0
1980,burma (myanmar),Less than HS,920.0
1980,burma (myanmar),Some College,540.0
1980,pakistan,BA or More,700.0
1980,pakistan,Less than HS,580.0
1980,pakistan,Some College,520.0
1980,sri lanka (ceylon),BA or More,200.0
1980,sri lanka (ceylon),Less than HS,280.0
1980,sri lanka (ceylon),Some College,220.0
1980,iran,BA or More,6560.0
1980,iran,Less than HS,8840.0
1980,iran,Some College,11340.0
1980,maldives,Some College,20.0
1980,nepal,BA or More,20.0
1980,bahrain,Less than HS,20.0
1980,bahrain,Some College,80.0
1980,cyprus,BA or More,40.0
1980,cyprus,Some College,60.0
1980,iraq,BA or More,520.0
1980,iraq,Less than HS,1620.0
1980,iraq,Some College,480.0
1980,israel/palestine,BA or More,1100.0
1980,israel/palestine,Less than HS,2140.0
1980,israel/palestine,Some College,1220.0
1980,gaza strip,Less than HS,20.0
1980,jordan,BA or More,280.0
1980,jordan,Less than HS,360.0
1980,jordan,Some College,700.0
1980,kuwait,BA or More,80.0
1980,kuwait,Less than HS,80.0
1980,kuwait,Some College,200.0
1980,lebanon,BA or More,680.0
1980,lebanon,Less than HS,3440.0
1980,lebanon,Some College,1880.0
1980,oman,Some College,20.0
1980,qatar,BA or More,20.0
1980,qatar,Less than HS,40.0
1980,qatar,Some College,80.0
1980,saudi arabia,BA or More,600.0
1980,saudi arabia,Less than HS,600.0
1980,saudi arabia,Some College,1220.0
1980,syria,BA or More,300.0
1980,syria,Less than HS,1940.0
1980,syria,Some College,420.0
1980,turkey,BA or More,360.0
1980,turkey,Less than HS,1800.0
1980,turkey,Some College,220.0
1980,united arab emirates,Some College,20.0
1980,yemen arab republic (north),Less than HS,80.0
1980,yemen arab republic (north),Some College,40.0
1980,"middle east, ns",Some College,20.0
1980,"asia, nec/ns",Some College,60.0
1980,algeria,BA or More,60.0
1980,algeria,Some College,100.0
1980,egypt/united arab rep,BA or More,1220.0
1980,egypt/united arab rep,Less than HS,1440.0
1980,egypt/united arab rep,Some College,760.0
1980,libya,BA or More,180.0
1980,libya,Less than HS,60.0
1980,libya,Some College,280.0
1980,morocco,BA or More,120.0
1980,morocco,Less than HS,160.0
1980,morocco,Some College,240.0
1980,sudan,BA or More,80.0
1980,sudan,Less than HS,160.0
1980,sudan,Some College,80.0
1980,tunisia,BA or More,60.0
1980,tunisia,Less than HS,60.0
1980,"north africa, ns",Less than HS,20.0
1980,ghana,BA or More,80.0
1980,ghana,Less than HS,40.0
1980,ghana,Some College,80.0
1980,guinea,Some College,20.0
1980,guinea-bissau,Less than HS,20.0
1980,guinea-bissau,Some College,20.0
1980,ivory coast,BA or More,20.0
1980,ivory coast,Less than HS,20.0
1980,liberia,Less than HS,60.0
1980,liberia,Some College,20.0
1980,mali,BA or More,20.0
1980,niger,BA or More,20.0
1980,niger,Some College,20.0
1980,nigeria,BA or More,320.0
1980,nigeria,Some College,740.0
1980,senegal,BA or More,20.0
1980,sierra leone,Less than HS,20.0
1980,sierra leone,Some College,100.0
1980,togo,BA or More,20.0
1980,togo,Less than HS,60.0
1980,ethiopia,BA or More,140.0
1980,ethiopia,Less than HS,180.0
1980,ethiopia,Some College,380.0
1980,kenya,BA or More,200.0
1980,kenya,Less than HS,180.0
1980,kenya,Some College,260.0
1980,mauritius,Some College,20.0
1980,reunion,Less than HS,20.0
1980,reunion,Some College,20.0
1980,seychelles,Less than HS,20.0
1980,somalia,BA or More,40.0
1980,tanzania,BA or More,80.0
1980,tanzania,Less than HS,220.0
1980,tanzania,Some College,60.0
1980,uganda,BA or More,80.0
1980,uganda,Less than HS,40.0
1980,uganda,Some College,60.0
1980,zambia,Less than HS,20.0
1980,zambia,Some College,60.0
1980,zimbabwe,BA or More,40.0
1980,zimbabwe,Less than HS,40.0
1980,zimbabwe,Some College,160.0
1980,"eastern africa, nec/ns",Less than HS,80.0
1980,"eastern africa, nec/ns",Some College,80.0
1980,cameroon,Less than HS,60.0
1980,cameroon,Some College,60.0
1980,zaire,Some College,20.0
1980,botswana,BA or More,20.0
1980,south africa (union of),BA or More,400.0
1980,south africa (union of),Less than HS,480.0
1980,south africa (union of),Some College,300.0
1980,swaziland,Less than HS,20.0
1980,"southern africa, ns",BA or More,60.0
1980,"southern africa, ns",Less than HS,100.0
1980,"southern africa, ns",Some College,60.0
1980,"africa, ns/nec",BA or More,100.0
1980,"africa, ns/nec",Less than HS,220.0
1980,"africa, ns/nec",Some College,300.0
1980,australia,BA or More,720.0
1980,australia,Less than HS,800.0
1980,australia,Some College,440.0
1980,new zealand,BA or More,340.0
1980,new zealand,Less than HS,600.0
1980,new zealand,Some College,320.0
1980,papua new guinea,BA or More,20.0
1980,papua new guinea,Some College,20.0
1980,fiji,BA or More,260.0
1980,fiji,Less than HS,2140.0
1980,fiji,Some College,620.0
1980,french polynesia,BA or More,20.0
1980,french polynesia,Less than HS,80.0
1980,french polynesia,Some College,40.0
1980,tonga,BA or More,20.0
1980,tonga,Less than HS,400.0
1980,tonga,Some College,240.0
1980,western samoa,BA or More,140.0
1980,western samoa,Less than HS,860.0
1980,western samoa,Some College,140.0
1980,"micronesia, ns",BA or More,40.0
1980,"micronesia, ns",Less than HS,40.0
1980,"micronesia, ns",Some College,260.0
1980,"antarctica, ns/nec",Less than HS,40.0
1980,"abroad, ns",BA or More,3780.0
1980,"abroad, ns",Less than HS,23200.0
1980,"abroad, ns",Some College,7540.0
1980,at sea,BA or More,20.0
1980,at sea,Some College,20.0
1990,canada,BA or More,3790.0
1990,canada,HS,1494.0
1990,canada,Less than HS,1083.0
1990,canada,Some College,3592.0
1990,bermuda,BA or More,21.0
1990,bermuda,HS,15.0
1990,bermuda,Some College,23.0
1990,cape verde,Less than HS,34.0
1990,greenland,Less than HS,13.0
1990,greenland,Some College,13.0
1990,st. helena and ascension,BA or More,10.0
1990,mexico,BA or More,16448.0
1990,mexico,HS,75413.0
1990,mexico,Less than HS,402072.0
1990,mexico,Some College,43260.0
1990,belize/british honduras,BA or More,52.0
1990,belize/british honduras,HS,440.0
1990,belize/british honduras,Less than HS,572.0
1990,belize/british honduras,Some College,439.0
1990,costa rica,BA or More,263.0
1990,costa rica,HS,230.0
1990,costa rica,Less than HS,550.0
1990,costa rica,Some College,440.0
1990,el salvador,BA or More,1989.0
1990,el salvador,HS,9062.0
1990,el salvador,Less than HS,48944.0
1990,el salvador,Some College,5652.0
1990,guatemala,BA or More,1465.0
1990,guatemala,HS,5433.0
1990,guatemala,Less than HS,30503.0
1990,guatemala,Some College,3936.0
1990,honduras,BA or More,298.0
1990,honduras,HS,1376.0
1990,honduras,Less than HS,5688.0
1990,honduras,Some College,796.0
1990,nicaragua,BA or More,1374.0
1990,nicaragua,HS,3156.0
1990,nicaragua,Less than HS,7319.0
1990,nicaragua,Some College,2630.0
1990,panama,BA or More,90.0
1990,panama,HS,445.0
1990,panama,Less than HS,421.0
1990,panama,Some College,501.0
1990,"central america, ns",BA or More,57.0
1990,"central america, ns",HS,140.0
1990,"central america, ns",Less than HS,458.0
1990,"central america, ns",Some College,49.0
1990,cuba,BA or More,145.0
1990,cuba,HS,267.0
1990,cuba,Less than HS,633.0
1990,cuba,Some College,203.0
1990,dominican republic,BA or More,42.0
1990,dominican republic,HS,81.0
1990,dominican republic,Less than HS,246.0
1990,dominican republic,Some College,153.0
1990,haiti,BA or More,45.0
1990,haiti,HS,52.0
1990,haiti,Less than HS,107.0
1990,haiti,Some College,37.0
1990,jamaica,BA or More,154.0
1990,jamaica,HS,391.0
1990,jamaica,Less than HS,501.0
1990,jamaica,Some College,426.0
1990,anguilla,BA or More,26.0
1990,antigua-barbuda,BA or More,23.0
1990,antigua-barbuda,HS,68.0
1990,bahamas,BA or More,31.0
1990,bahamas,HS,21.0
1990,bahamas,Some College,82.0
1990,barbados,BA or More,18.0
1990,barbados,HS,91.0
1990,barbados,Some College,29.0
1990,dominica,Less than HS,18.0
1990,grenada,Less than HS,34.0
1990,grenada,Some College,21.0
1990,montserrat,HS,20.0
1990,st. kitts-nevis,HS,50.0
1990,st. kitts-nevis,Less than HS,55.0
1990,st. lucia,BA or More,21.0
1990,st. lucia,Some College,37.0
1990,st. vincent,HS,24.0
1990,trinidad and tobago,BA or More,137.0
1990,trinidad and tobago,HS,319.0
1990,trinidad and tobago,Less than HS,75.0
1990,trinidad and tobago,Some College,194.0
1990,aruba,Some College,11.0
1990,netherlands antilles,HS,23.0
1990,netherlands antilles,Some College,31.0
1990,guadeloupe,HS,42.0
1990,martinique,HS,50.0
1990,martinique,Less than HS,41.0
1990,"caribbean, ns",HS,18.0
1990,"west indies, ns",BA or More,31.0
1990,"west indies, ns",HS,78.0
1990,"west indies, ns",Less than HS,69.0
1990,"west indies, ns",Some College,82.0
1990,argentina,BA or More,1096.0
1990,argentina,HS,924.0
1990,argentina,Less than HS,758.0
1990,argentina,Some College,885.0
1990,bolivia,BA or More,156.0
1990,bolivia,HS,318.0
1990,bolivia,Less than HS,153.0
1990,bolivia,Some College,285.0
1990,brazil,BA or More,1403.0
1990,brazil,HS,768.0
1990,brazil,Less than HS,526.0
1990,brazil,Some College,806.0
1990,chile,BA or More,597.0
1990,chile,HS,556.0
1990,chile,Less than HS,284.0
1990,chile,Some College,700.0
1990,colombia,BA or More,1157.0
1990,colombia,HS,1641.0
1990,colombia,Less than HS,1666.0
1990,colombia,Some College,1494.0
1990,ecuador,BA or More,332.0
1990,ecuador,HS,592.0
1990,ecuador,Less than HS,772.0
1990,ecuador,Some College,422.0
1990,guyana/british guiana,BA or More,39.0
1990,guyana/british guiana,HS,88.0
1990,guyana/british guiana,Less than HS,86.0
1990,guyana/british guiana,Some College,91.0
1990,paraguay,BA or More,53.0
1990,paraguay,HS,96.0
1990,paraguay,Less than HS,79.0
1990,paraguay,Some College,28.0
1990,peru,BA or More,1698.0
1990,peru,HS,2571.0
1990,peru,Less than HS,1832.0
1990,peru,Some College,3299.0
1990,suriname,BA or More,18.0
1990,suriname,Some College,151.0
1990,uruguay,HS,77.0
1990,uruguay,Less than HS,45.0
1990,uruguay,Some College,115.0
1990,venezuela,BA or More,272.0
1990,venezuela,HS,59.0
1990,venezuela,Less than HS,133.0
1990,venezuela,Some College,233.0
1990,"south america, ns",BA or More,37.0
1990,"south america, ns",Less than HS,41.0
1990,"south america, ns",Some College,73.0
1990,denmark,BA or More,284.0
1990,denmark,HS,288.0
1990,denmark,Less than HS,154.0
1990,denmark,Some College,312.0
1990,finland,BA or More,321.0
1990,finland,HS,126.0
1990,finland,Less than HS,34.0
1990,finland,Some College,140.0
1990,iceland,BA or More,172.0
1990,iceland,Some College,136.0
1990,norway,BA or More,229.0
1990,norway,HS,197.0
1990,norway,Less than HS,87.0
1990,norway,Some College,332.0
1990,sweden,BA or More,691.0
1990,sweden,HS,206.0
1990,sweden,Less than HS,158.0
1990,sweden,Some College,726.0
1990,england,BA or More,3283.0
1990,england,HS,2194.0
1990,england,Less than HS,907.0
1990,england,Some College,4162.0
1990,jersey,BA or More,13.0
1990,scotland,BA or More,564.0
1990,scotland,HS,235.0
1990,scotland,Less than HS,98.0
1990,scotland,Some College,319.0
1990,wales,BA or More,121.0
1990,wales,HS,34.0
1990,wales,Less than HS,50.0
1990,wales,Some College,19.0
1990,"united kingdom, ns",BA or More,1314.0
1990,"united kingdom, ns",HS,607.0
1990,"united kingdom, ns",Less than HS,206.0
1990,"united kingdom, ns",Some College,1192.0
1990,ireland,BA or More,821.0
1990,ireland,HS,534.0
1990,ireland,Less than HS,163.0
1990,ireland,Some College,958.0
1990,northern ireland,BA or More,75.0
1990,northern ireland,HS,73.0
1990,northern ireland,Some College,26.0
1990,belgium,BA or More,411.0
1990,belgium,HS,72.0
1990,belgium,Less than HS,66.0
1990,belgium,Some College,195.0
1990,france,BA or More,2339.0
1990,france,HS,672.0
1990,france,Less than HS,346.0
1990,france,Some College,1384.0
1990,liechtenstein,BA or More,33.0
1990,liechtenstein,HS,18.0
1990,liechtenstein,Some College,26.0
1990,luxembourg,Some College,16.0
1990,monaco,BA or More,20.0
1990,netherlands,BA or More,683.0
1990,netherlands,HS,133.0
1990,netherlands,Less than HS,67.0
1990,netherlands,Some College,677.0
1990,switzerland,BA or More,768.0
1990,switzerland,HS,224.0
1990,switzerland,Less than HS,108.0
1990,switzerland,Some College,556.0
1990,albania,HS,21.0
1990,greece,BA or More,208.0
1990,greece,HS,286.0
1990,greece,Less than HS,575.0
1990,greece,Some College,233.0
1990,italy,BA or More,889.0
1990,italy,HS,248.0
1990,italy,Less than HS,333.0
1990,italy,Some College,708.0
1990,malta,HS,43.0
1990,malta,Some College,60.0
1990,portugal,BA or More,174.0
1990,portugal,HS,225.0
1990,portugal,Less than HS,843.0
1990,portugal,Some College,149.0
1990,azores,HS,43.0
1990,azores,Less than HS,216.0
1990,azores,Some College,80.0
1990,spain,BA or More,918.0
1990,spain,HS,155.0
1990,spain,Less than HS,161.0
1990,spain,Some College,440.0
1990,austria,BA or More,224.0
1990,austria,HS,99.0
1990,austria,Less than HS,53.0
1990,austria,Some College,199.0
1990,bulgaria,BA or More,201.0
1990,bulgaria,HS,53.0
1990,bulgaria,Less than HS,67.0
1990,bulgaria,Some College,111.0
1990,czechoslovakia,BA or More,275.0
1990,czechoslovakia,HS,145.0
1990,czechoslovakia,Less than HS,47.0
1990,czechoslovakia,Some College,656.0
1990,germany,BA or More,1194.0
1990,germany,HS,515.0
1990,germany,Less than HS,454.0
1990,germany,Some College,1108.0
1990,west berlin,HS,26.0
1990,west germany,BA or More,1332.0
1990,west germany,HS,699.0
1990,west germany,Less than HS,362.0
1990,west germany,Some College,890.0
1990,east germany,BA or More,21.0
1990,east germany,Some College,101.0
1990,hungary,BA or More,449.0
1990,hungary,HS,302.0
1990,hungary,Less than HS,136.0
1990,hungary,Some College,279.0
1990,poland,BA or More,1369.0
1990,poland,HS,716.0
1990,poland,Less than HS,339.0
1990,poland,Some College,1134.0
1990,romania,BA or More,1196.0
1990,romania,HS,856.0
1990,romania,Less than HS,866.0
1990,romania,Some College,814.0
1990,yugoslavia,BA or More,390.0
1990,yugoslavia,HS,442.0
1990,yugoslavia,Less than HS,278.0
1990,yugoslavia,Some College,438.0
1990,latvia,Less than HS,36.0
1990,lithuania,Less than HS,13.0
1990,other ussr/russia,BA or More,4529.0
1990,other ussr/russia,HS,3964.0
1990,other ussr/russia,Less than HS,5624.0
1990,other ussr/russia,Some College,3893.0
1990,"europe, ns",Less than HS,8.0
1990,"europe, ns",Some College,3.0
1990,china,BA or More,10068.0
1990,china,HS,9390.0
1990,china,Less than HS,16709.0
1990,china,Some College,8252.0
1990,hong kong,BA or More,2614.0
1990,hong kong,HS,2771.0
1990,hong kong,Less than HS,2636.0
1990,hong kong,Some College,3897.0
1990,macau,BA or More,146.0
1990,macau,HS,140.0
1990,macau,Less than HS,94.0
1990,macau,Some College,60.0
1990,taiwan,BA or More,11247.0
1990,taiwan,HS,4342.0
1990,taiwan,Less than HS,2357.0
1990,taiwan,Some College,6333.0
1990,japan,BA or More,11804.0
1990,japan,HS,4852.0
1990,japan,Less than HS,1424.0
1990,japan,Some College,8795.0
1990,korea,BA or More,10966.0
1990,korea,HS,10949.0
1990,korea,Less than HS,6823.0
1990,korea,Some College,8188.0
1990,north korea,BA or More,19.0
1990,south korea,BA or More,1587.0
1990,south korea,HS,1412.0
1990,south korea,Less than HS,520.0
1990,south korea,Some College,1150.0
1990,brunei,BA or More,16.0
1990,brunei,Some College,63.0
1990,cambodia (kampuchea),BA or More,292.0
1990,cambodia (kampuchea),HS,1035.0
1990,cambodia (kampuchea),Less than HS,6836.0
1990,cambodia (kampuchea),Some College,1315.0
1990,indonesia,BA or More,1733.0
1990,indonesia,HS,1257.0
1990,indonesia,Less than HS,554.0
1990,indonesia,Some College,1790.0
1990,laos,BA or More,569.0
1990,laos,HS,1216.0
1990,laos,Less than HS,9805.0
1990,laos,Some College,1808.0
1990,malaysia,BA or More,970.0
1990,malaysia,HS,730.0
1990,malaysia,Less than HS,230.0
1990,malaysia,Some College,1082.0
1990,philippines,BA or More,37707.0
1990,philippines,HS,15520.0
1990,philippines,Less than HS,13386.0
1990,philippines,Some College,26497.0
1990,singapore,BA or More,659.0
1990,singapore,HS,319.0
1990,singapore,Less than HS,81.0
1990,singapore,Some College,719.0
1990,thailand,BA or More,1982.0
1990,thailand,HS,1021.0
1990,thailand,Less than HS,1333.0
1990,thailand,Some College,1245.0
1990,vietnam,BA or More,2331.0
1990,vietnam,HS,8156.0
1990,vietnam,Less than HS,25410.0
1990,vietnam,Some College,9752.0
1990,afghanistan,BA or More,443.0
1990,afghanistan,HS,682.0
1990,afghanistan,Less than HS,1344.0
1990,afghanistan,Some College,815.0
1990,india,BA or More,10540.0
1990,india,HS,2625.0
1990,india,Less than HS,4429.0
1990,india,Some College,3481.0
1990,bangladesh,BA or More,510.0
1990,bangladesh,HS,88.0
1990,bangladesh,Less than HS,131.0
1990,bangladesh,Some College,298.0
1990,burma (myanmar),BA or More,788.0
1990,burma (myanmar),HS,476.0
1990,burma (myanmar),Less than HS,630.0
1990,burma (myanmar),Some College,312.0
1990,pakistan,BA or More,1426.0
1990,pakistan,HS,493.0
1990,pakistan,Less than HS,638.0
1990,pakistan,Some College,911.0
1990,sri lanka (ceylon),BA or More,312.0
1990,sri lanka (ceylon),HS,207.0
1990,sri lanka (ceylon),Less than HS,67.0
1990,sri lanka (ceylon),Some College,242.0
1990,iran,BA or More,6732.0
1990,iran,HS,8271.0
1990,iran,Less than HS,7433.0
1990,iran,Some College,6318.0
1990,nepal,BA or More,21.0
1990,nepal,Some College,73.0
1990,bahrain,HS,29.0
1990,bahrain,Some College,30.0
1990,cyprus,BA or More,21.0
1990,cyprus,Less than HS,18.0
1990,iraq,BA or More,368.0
1990,iraq,HS,195.0
